run_id,initialization_date,cycle_utc,snapshot_created_utc,schema_version,git_branch,git_commit,working_tree_clean,output_files,source_scripts,raw_directories,raw_files,raw_total_bytes,raw_total_gb,gfs_days,gefs_days,gdps_days,icon_days,geps_days,ifs_ens_days,aifs_ens_days,consensus_days,era5t_archive_days,verification_rows,equal_center_mean_c,physics_consensus_mean_c,aifs_minus_physics_c,average_center_range_c,average_structural_fraction,greatest_disagreement_date,greatest_disagreement_c,forecast_status,verification_status
20260728_00z,20260728,00,2026-07-30T00:29:14.951276+00:00,1,main,5970457d1cf38e3994ab756844755384aa888480,False,49,31,6,1611,3838220039,3.838220039,10,10,10,7,10,10,10,10,2,0,16.934038978489255,16.88876027259664,0.18111482357045788,0.2503779904718847,0.7796508892541498,2026-08-03,0.2974859127693392,FORECAST_COMPLETE,WAITING_FOR_ERA5T
